State,Year,Margin
New Jersey,1928,-10
New Jersey,1924,-10
New Jersey,1920,-10
New Jersey,1916,-10
New Jersey,1912,10
New Jersey,1908,-10
New Jersey,1904,-10
New Jersey,1900,-10
New Jersey,1896,-10
New Jersey,1892,7
New Jersey,1888,6
New Jersey,1884,6
New Jersey,1880,5
New Jersey,1876,8
New Jersey,1872,-10
New Jersey,1868,6
New Jersey,1864,8
New Jersey,1860,7
New Jersey,1856,10
New Jersey,1852,8
New Jersey,1848,-7
New Jersey,1844,-6
New Jersey,1840,-7
New Jersey,1836,-6
New Jersey,1832,5
New Jersey,1828,-7
New Mexico,2020,10
New Mexico,2016,9
New Mexico,2012,10
New Mexico,2008,10
New Mexico,2004,-5
New Mexico,2000,5
New Mexico,1996,9
New Mexico,1992,9
New Mexico,1988,-7
New Mexico,1984,-10
New Mexico,1980,-10
New Mexico,1976,-6
New Mexico,1972,-10
New Mexico,1968,-10
New Mexico,1964,10
New Mexico,1960,5
New Mexico,1956,-10
New Mexico,1952,-10
New Mexico,1948,10
New Mexico,1944,9
New Mexico,1940,10
New Mexico,1936,10
New Mexico,1932,10
New Mexico,1928,-10
New Mexico,1924,-8
New Mexico,1920,-10
New Mexico,1916,7
New Mexico,1912,8
New York,2020,10
New York,2016,10
New York,2012,10
New York,2008,10
New York,2004,10
New York,2000,10
New York,1996,10
New York,1992,10
New York,1988,7
New York,1984,-9
New York,1980,-6
New York,1976,7
New York,1972,-10
New York,1968,8
New York,1964,10
New York,1960,8
New York,1956,-10
New York,1952,-10
New York,1948,-5
New York,1944,8
New York,1940,7
New York,1936,10
New York,1932,10
New York,1928,-6
New York,1924,-10
New York,1920,-10
New York,1916,-9
New York,1912,10
New York,1908,-10
New York,1904,-10
New York,1900,-10
New York,1896,-10
New York,1892,7
New York,1888,-6
New York,1884,5
New York,1880,-6
New York,1876,7
New York,1872,-8
New York,1868,6
New York,1864,-5
New York,1860,-9
New York,1856,-10
New York,1852,8
New York,1848,-10
New York,1844,6
New York,1840,-7
New York,1836,10
New York,1832,7
New York,1828,6
North Carolina,2020,-6
North Carolina,2016,-7
North Carolina,2012,-6
North Carolina,2008,5
North Carolina,2004,-10
North Carolina,2000,-10
North Carolina,1996,-7
North Carolina,1992,-5
North Carolina,1988,-10
North Carolina,1984,-10
North Carolina,1980,-6
North Carolina,1976,10
North Carolina,1972,-10
North Carolina,1968,-10
North Carolina,1964,10
North Carolina,1960,7
North Carolina,1956,6
North Carolina,1952,9
North Carolina,1948,10
North Carolina,1944,10
North Carolina,1940,10
North Carolina,1936,10
North Carolina,1932,10
North Carolina,1928,-10
North Carolina,1924,10
North Carolina,1920,10
North Carolina,1916,10
North Carolina,1912,10
North Carolina,1908,9
North Carolina,1904,10
North Carolina,1900,9
North Carolina,1896,8
North Carolina,1892,10
North Carolina,1888,7
North Carolina,1884,8
North Carolina,1880,7
North Carolina,1876,9
North Carolina,1872,-10
North Carolina,1868,-8
North Carolina,1860,0
North Carolina,1856,10
North Carolina,1852,5
North Carolina,1848,-10
North Carolina,1844,-7
North Carolina,1840,-10
North Carolina,1836,8
North Carolina,1832,10
North Carolina,1828,10
North Dakota,2020,-10
North Dakota,2016,-10
North Dakota,2012,-10
North Dakota,2008,-9
North Dakota,2004,-10
North Dakota,2000,-10
North Dakota,1996,-8
North Dakota,1992,-10
North Dakota,1988,-10
North Dakota,1984,-10
North Dakota,1980,-10
North Dakota,1976,-8
North Dakota,1972,-10
North Dakota,1968,-10
North Dakota,1964,10
North Dakota,1960,-10
North Dakota,1956,-10
North Dakota,1952,-10
North Dakota,1948,-9
North Dakota,1944,-9
North Dakota,1940,-10
North Dakota,1936,10
North Dakota,1932,10
North Dakota,1928,-10
North Dakota,1924,-10
North Dakota,1920,-10
North Dakota,1916,6
North Dakota,1912,9
North Dakota,1908,-10
North Dakota,1904,-10
North Dakota,1900,-10
North Dakota,1896,-10
North Dakota,1892,0
Ohio,2020,-9
Ohio,2016,-9
Ohio,2012,6
Ohio,2008,7
Ohio,2004,-6
Ohio,2000,-7
Ohio,1996,8
Ohio,1992,6
Ohio,1988,-10
Ohio,1984,-10
Ohio,1980,-10
Ohio,1976,5
Ohio,1972,-10
Ohio,1968,-6
Ohio,1964,10
Ohio,1960,-8
Ohio,1956,-10
Ohio,1952,-10
Ohio,1948,5
Ohio,1944,-5
Ohio,1940,7
Ohio,1936,10
Ohio,1932,6
Ohio,1928,-10
Ohio,1924,-10
Ohio,1920,-10
Ohio,1916,9
Ohio,1912,10
Ohio,1908,-8
Ohio,1904,-10
Ohio,1900,-8
Ohio,1896,-7
Ohio,1892,-5
Ohio,1888,-6
Ohio,1884,-7
Ohio,1880,-7
Ohio,1876,-6
Ohio,1872,-9
Ohio,1868,-9
Ohio,1864,-10
Ohio,1860,-9
Ohio,1856,-7
Ohio,1852,7
Ohio,1848,7
Ohio,1844,-6
Ohio,1840,-9
Ohio,1836,-7
Ohio,1832,6
Ohio,1828,7
Oklahoma,2020,-10
Oklahoma,2016,-10
Oklahoma,2012,-10
Oklahoma,2008,-10
Oklahoma,2004,-10
Oklahoma,2000,-10
Oklahoma,1996,-9
Oklahoma,1992,-9
Oklahoma,1988,-10
Oklahoma,1984,-10
Oklahoma,1980,-10
Oklahoma,1976,-6
Oklahoma,1972,-10
Oklahoma,1968,-10
Oklahoma,1964,10
Oklahoma,1960,-10
Oklahoma,1956,-10
Oklahoma,1952,-10
Oklahoma,1948,10
Oklahoma,1944,10
Oklahoma,1940,10
Oklahoma,1936,10
Oklahoma,1932,10
Oklahoma,1928,-10
Oklahoma,1924,8
Oklahoma,1920,-8
Oklahoma,1916,10
Oklahoma,1912,10
Oklahoma,1908,7
Oregon,2020,10
Oregon,2016,10
Oregon,2012,10
Oregon,2008,10
Oregon,2004,7
Oregon,2000,5
Oregon,1996,9
Oregon,1992,10
Oregon,1988,7
Oregon,1984,-10
Oregon,1980,-10
Oregon,1976,-5
Oregon,1972,-10
Oregon,1968,-8
Oregon,1964,10
Oregon,1960,-8
Oregon,1956,-10
Oregon,1952,-10
Oregon,1948,-7
Oregon,1944,7
Oregon,1940,9
Oregon,1936,10
Oregon,1932,10
Oregon,1928,-10
Oregon,1924,-10
Oregon,1920,-10
Oregon,1916,-6
Oregon,1912,10
Oregon,1908,-10
Oregon,1904,-10
Oregon,1900,-10
Oregon,1896,-6
Oregon,1892,-10
Oregon,1888,-10
Oregon,1884,-7
Oregon,1880,-6
Oregon,1876,-7
Oregon,1872,-10
Oregon,1868,5
Oregon,1864,-9
Oregon,1860,-9
Pennsylvania,2020,6
Pennsylvania,2016,-5
Pennsylvania,2012,8
Pennsylvania,2008,10
Pennsylvania,2004,6
Pennsylvania,2000,7
Pennsylvania,1996,10
Pennsylvania,1992,10
Pennsylvania,1988,-6
Pennsylvania,1984,-9
Pennsylvania,1980,-9
Pennsylvania,1976,6
Pennsylvania,1972,-10
Pennsylvania,1968,7
Pennsylvania,1964,10
Pennsylvania,1960,6
Pennsylvania,1956,-10
Pennsylvania,1952,-8
Pennsylvania,1948,-7
Pennsylvania,1944,6
Pennsylvania,1940,8
Pennsylvania,1936,10
Pennsylvania,1932,-8
Pennsylvania,1928,-10
Pennsylvania,1924,-10
Pennsylvania,1920,-10
Pennsylvania,1916,-10
Pennsylvania,1912,0
Pennsylvania,1908,-10
Pennsylvania,1904,-10
Pennsylvania,1900,-10
Pennsylvania,1896,-10
Pennsylvania,1892,-8
Pennsylvania,1888,-9
Pennsylvania,1884,-10
Pennsylvania,1880,-7
Pennsylvania,1876,-6
Pennsylvania,1872,-10
Pennsylvania,1868,-7
Pennsylvania,1864,-7
Pennsylvania,1860,-10
Pennsylvania,1856,10
Pennsylvania,1852,8
Pennsylvania,1848,-7
Pennsylvania,1844,6
Pennsylvania,1840,-5
Pennsylvania,1836,6
Pennsylvania,1832,10
Pennsylvania,1828,10
Rhode Island,2020,10
Rhode Island,2016,10
Rhode Island,2012,10
Rhode Island,2008,10
Rhode Island,2004,10
Rhode Island,2000,10
Rhode Island,1996,10
Rhode Island,1992,10
Rhode Island,1988,10
Rhode Island,1984,-7
Rhode Island,1980,10
Rhode Island,1976,10
Rhode Island,1972,-8
Rhode Island,1968,10
Rhode Island,1964,10
Rhode Island,1960,10
Rhode Island,1956,-10
Rhode Island,1952,-6
Rhode Island,1948,10
Rhode Island,1944,10
Rhode Island,1940,10
Rhode Island,1936,10
Rhode Island,1932,10
Rhode Island,1928,5
Rhode Island,1924,-10
Rhode Island,1920,-10
Rhode Island,1916,-8
Rhode Island,1912,7
Rhode Island,1908,-10
Rhode Island,1904,-10
Rhode Island,1900,-10
Rhode Island,1896,-10
Rhode Island,1892,-7
Rhode Island,1888,-10
Rhode Island,1884,-10
Rhode Island,1880,-10
Rhode Island,1876,-10
Rhode Island,1872,-10
Rhode Island,1868,-10
Rhode Island,1864,-10
Rhode Island,1860,-10
Rhode Island,1856,-10
Rhode Island,1852,8
Rhode Island,1848,-10
Rhode Island,1844,-10
Rhode Island,1840,-10
Rhode Island,1836,7
Rhode Island,1832,-10
Rhode Island,1828,-10
South Carolina,2020,-10
South Carolina,2016,-10
South Carolina,2012,-10
South Carolina,2008,-9
South Carolina,2004,-10
South Carolina,2000,-10
South Carolina,1996,-8
South Carolina,1992,-9
South Carolina,1988,-10
South Carolina,1984,-10
South Carolina,1980,-6
South Carolina,1976,10
South Carolina,1972,-10
South Carolina,1968,-9
South Carolina,1964,-10
South Carolina,1960,6
South Carolina,1956,10
South Carolina,1952,6
South Carolina,1948,0
South Carolina,1944,10
South Carolina,1940,10
South Carolina,1936,10
South Carolina,1932,10
South Carolina,1928,10
South Carolina,1924,10
South Carolina,1920,10
South Carolina,1916,10
South Carolina,1912,10
South Carolina,1908,10
South Carolina,1904,10
South Carolina,1900,10
South Carolina,1896,10
South Carolina,1892,10
South Carolina,1888,10
South Carolina,1884,10
South Carolina,1880,10
South Carolina,1876,-5
South Carolina,1872,-10
South Carolina,1868,-10
South Dakota,2020,-10
South Dakota,2016,-10
South Dakota,2012,-10
South Dakota,2008,-9
South Dakota,2004,-10
South Dakota,2000,-10
South Dakota,1996,-7
South Dakota,1992,-7
South Dakota,1988,-8
South Dakota,1984,-10
South Dakota,1980,-10
South Dakota,1976,-6
South Dakota,1972,-9
South Dakota,1968,-10
South Dakota,1964,10
South Dakota,1960,-10
South Dakota,1956,-10
South Dakota,1952,-10
South Dakota,1948,-7
South Dakota,1944,-10
South Dakota,1940,-10
South Dakota,1936,10
South Dakota,1932,10
South Dakota,1928,-10
South Dakota,1924,-10
South Dakota,1920,-10
South Dakota,1916,-7
South Dakota,1912,0
South Dakota,1908,-10
South Dakota,1904,-10
South Dakota,1900,-10
South Dakota,1896,5
South Dakota,1892,-10
Tennessee,2020,-10
Tennessee,2016,-10
Tennessee,2012,-10
Tennessee,2008,-10
Tennessee,2004,-10
Tennessee,2000,-7
Tennessee,1996,6
Tennessee,1992,7
Tennessee,1988,-10
Tennessee,1984,-10
Tennessee,1980,-5
Tennessee,1976,10
Tennessee,1972,-10
Tennessee,1968,-10
Tennessee,1964,10
Tennessee,1960,-9
Tennessee,1956,-5
Tennessee,1952,-5
Tennessee,1948,10
Tennessee,1944,10
Tennessee,1940,10
Tennessee,1936,10
Tennessee,1932,10
Tennessee,1928,-9
Tennessee,1924,10
Tennessee,1920,-7
Tennessee,1916,10
Tennessee,1912,10
Tennessee,1908,8
Tennessee,1904,10
Tennessee,1900,9
Tennessee,1896,8
Tennessee,1892,10
Tennessee,1888,8
Tennessee,1884,7
Tennessee,1880,9
Tennessee,1876,10
Tennessee,1872,7
Tennessee,1868,-10
Tennessee,1860,0
Tennessee,1856,10
Tennessee,1852,-6
Tennessee,1848,-8
Tennessee,1844,-5
Tennessee,1840,-10
Tennessee,1836,-10
Tennessee,1832,10
Tennessee,1828,10
Texas,2020,-8
Texas,2016,-9
Texas,2012,-10
Texas,2008,-10
Texas,2004,-10
Texas,2000,-10
Texas,1996,-7
Texas,1992,-7
Texas,1988,-10
Texas,1984,-10
Texas,1980,-10
Texas,1976,7
Texas,1972,-10
Texas,1968,6
Texas,1964,10
Texas,1960,6
Texas,1956,-10
Texas,1952,-8
Texas,1948,10
Texas,1944,10
Texas,1940,10
Texas,1936,10
Texas,1932,10
Texas,1928,-7
Texas,1924,10
Texas,1920,10
Texas,1916,10
Texas,1912,10
Texas,1908,10
Texas,1904,10
Texas,1900,10
Texas,1896,10
Texas,1892,10
Texas,1888,10
Texas,1884,10
Texas,1880,10
Texas,1876,10
Texas,1872,10
Texas,1860,0
Texas,1856,10
Texas,1852,10
Texas,1848,10
Utah,2020,-10
Utah,2016,-10
Utah,2012,-10
Utah,2008,-10
Utah,2004,-10
Utah,2000,-10
Utah,1996,-10
Utah,1992,-10
Utah,1988,-10
Utah,1984,-10
Utah,1980,-10
Utah,1976,-10
Utah,1972,-10
Utah,1968,-10
Utah,1964,10
Utah,1960,-10
Utah,1956,-10
Utah,1952,-10
Utah,1948,9
Utah,1944,10
Utah,1940,10
Utah,1936,10
Utah,1932,10
Utah,1928,-9
Utah,1924,-10
Utah,1920,-10
Utah,1916,10
Utah,1912,-7
Utah,1908,-10
Utah,1904,-10
Utah,1900,-6
Utah,1896,10
Vermont,2020,10
Vermont,2016,10
Vermont,2012,10
Vermont,2008,10
Vermont,2004,10
Vermont,2000,10
Vermont,1996,10
Vermont,1992,10
Vermont,1988,-7
Vermont,1984,-10
Vermont,1980,-8
Vermont,1976,-10
Vermont,1972,-10
Vermont,1968,-10
Vermont,1964,10
Vermont,1960,-10
Vermont,1956,-10
Vermont,1952,-10
Vermont,1948,-10
Vermont,1944,-10
Vermont,1940,-10
Vermont,1936,-10
Vermont,1932,-10
Vermont,1928,-10
Vermont,1924,-10
Vermont,1920,-10
Vermont,1916,-10
Vermont,1912,-10
Vermont,1908,-10
Vermont,1904,-10
Vermont,1900,-10
Vermont,1896,-10
Vermont,1892,-10
Vermont,1888,-10
Vermont,1884,-10
Vermont,1880,-10
Vermont,1876,-10
Vermont,1872,-10
Vermont,1868,-10
Vermont,1864,-10
Vermont,1860,-10
Vermont,1856,-10
Vermont,1852,-10
Vermont,1848,-10
Vermont,1844,-10
Vermont,1840,-10
Vermont,1836,-10
Vermont,1832,0
Vermont,1828,-10
Virginia,2020,10
Virginia,2016,8
Virginia,2012,7
Virginia,2008,8
Virginia,2004,-9
Virginia,2000,-9
Virginia,1996,-6
Virginia,1992,-7
Virginia,1988,-10
Virginia,1984,-10
Virginia,1980,-10
Virginia,1976,-6
Virginia,1972,-10
Virginia,1968,-10
Virginia,1964,9
Virginia,1960,-8
Virginia,1956,-10
Virginia,1952,-10
Virginia,1948,8
Virginia,1944,10
Virginia,1940,10
Virginia,1936,10
Virginia,1932,10
Virginia,1928,-9
Virginia,1924,10
Virginia,1920,10
Virginia,1916,10
Virginia,1912,10
Virginia,1908,10
Virginia,1904,10
Virginia,1900,10
Virginia,1896,8
Virginia,1892,10
Virginia,1888,5
Virginia,1884,6
Virginia,1880,10
Virginia,1876,10
Virginia,1872,-5
Virginia,1860,0
Virginia,1856,10
Virginia,1852,10
Virginia,1848,6
Virginia,1844,8
Virginia,1840,6
Virginia,1836,10
Virginia,1832,10
Virginia,1828,10
Washington,2020,10
Washington,2016,10
Washington,2012,10
Washington,2008,10
Washington,2004,9
Washington,2000,8
Washington,1996,10
Washington,1992,10
Washington,1988,6
Washington,1984,-10
Washington,1980,-10
Washington,1976,-7
Washington,1972,-10
Washington,1968,6
Washington,1964,10
Washington,1960,-6
Washington,1956,-9
Washington,1952,-10
Washington,1948,10
Washington,1944,10
Washington,1940,10
Washington,1936,10
Washington,1932,10
Washington,1928,-10
Washington,1924,-10
Washington,1920,-10
Washington,1916,7
Washington,1912,0
Washington,1908,-10
Washington,1904,-10
Washington,1900,-10
Washington,1896,10
Washington,1892,-9
West Virginia,2020,-10
West Virginia,2016,-10
West Virginia,2012,-10
West Virginia,2008,-10
West Virginia,2004,-10
West Virginia,2000,-8
West Virginia,1996,10
West Virginia,1992,10
West Virginia,1988,7
West Virginia,1984,-10
West Virginia,1980,7
West Virginia,1976,10
West Virginia,1972,-10
West Virginia,1968,9
West Virginia,1964,10
West Virginia,1960,8
West Virginia,1956,-9
West Virginia,1952,7
West Virginia,1948,10
West Virginia,1944,10
West Virginia,1940,10
West Virginia,1936,10
West Virginia,1932,10
West Virginia,1928,-10
West Virginia,1924,-8
West Virginia,1920,-10
West Virginia,1916,-5
West Virginia,1912,10
West Virginia,1908,-10
West Virginia,1904,-10
West Virginia,1900,-10
West Virginia,1896,-8
West Virginia,1892,6
West Virginia,1888,5
West Virginia,1884,7
West Virginia,1880,10
West Virginia,1876,10
West Virginia,1872,-7
West Virginia,1868,-10
West Virginia,1864,-10
Wisconsin,2020,5
Wisconsin,2016,-5
Wisconsin,2012,8
Wisconsin,2008,10
Wisconsin,2004,5
Wisconsin,2000,5
Wisconsin,1996,10
Wisconsin,1992,7
Wisconsin,1988,7
Wisconsin,1984,-10
Wisconsin,1980,-7
Wisconsin,1976,6
Wisconsin,1972,-10
Wisconsin,1968,-7
Wisconsin,1964,10
Wisconsin,1960,-7
Wisconsin,1956,-10
Wisconsin,1952,-10
Wisconsin,1948,7
Wisconsin,1944,-6
Wisconsin,1940,6
Wisconsin,1936,10
Wisconsin,1932,10
Wisconsin,1928,-10
Wisconsin,1924,0
Wisconsin,1920,-10
Wisconsin,1916,-8
Wisconsin,1912,9
Wisconsin,1908,-10
Wisconsin,1904,-10
Wisconsin,1900,-10
Wisconsin,1896,-10
Wisconsin,1892,6
Wisconsin,1888,-8
Wisconsin,1884,-7
Wisconsin,1880,-10
Wisconsin,1876,-6
Wisconsin,1872,-10
Wisconsin,1868,-10
Wisconsin,1864,-10
Wisconsin,1860,-10
Wisconsin,1856,-10
Wisconsin,1852,10
Wisconsin,1848,7
Wyoming,2020,-10
Wyoming,2016,-10
Wyoming,2012,-10
Wyoming,2008,-10
Wyoming,2004,-10
Wyoming,2000,-10
Wyoming,1996,-10
Wyoming,1992,-8
Wyoming,1988,-10
Wyoming,1984,-10
Wyoming,1980,-10
Wyoming,1976,-10
Wyoming,1972,-10
Wyoming,1968,-10
Wyoming,1964,10
Wyoming,1960,-10
Wyoming,1956,-10
Wyoming,1952,-10
Wyoming,1948,7
Wyoming,1944,-6
Wyoming,1940,8
Wyoming,1936,10
Wyoming,1932,10
Wyoming,1928,-10
Wyoming,1924,-10
Wyoming,1920,-10
Wyoming,1916,10
Wyoming,1912,6
Wyoming,1908,-10
Wyoming,1904,-10
Wyoming,1900,-10
Wyoming,1896,7
Wyoming,1892,-10
Washington DC,2020,10
Washington DC,2016,10
Washington DC,2012,10
Washington DC,2008,10
Washington DC,2004,10
Washington DC,2000,10
Washington DC,1996,10
Washington DC,1992,10
Washington DC,1988,10
Washington DC,1984,10
Washington DC,1980,10
Washington DC,1976,10
Washington DC,1972,10
Washington DC,1968,10
Washington DC,1964,10
